,year,O3mean,COmean,SO2mean,NO2mean,State
0,2000,0.026568916220880007,0.5544111903364987,3.6437666313200827,17.40499277911997,AZ
1,2000,0.026568916220880007,0.5544111903364987,3.6437666313200827,17.40499277911997,CA
2,2000,0.026568916220880007,0.5544111903364987,3.6437666313200827,17.40499277911997,CO
3,2000,0.026568916220880007,0.5544111903364987,3.6437666313200827,17.40499277911997,DC
4,2000,0.026568916220880007,0.5544111903364987,3.6437666313200827,17.40499277911997,FL
5,2000,0.026568916220880007,0.5544111903364987,3.6437666313200827,17.40499277911997,IL
6,2000,0.026568916220880007,0.5544111903364987,3.6437666313200827,17.40499277911997,IN
7,2000,0.026568916220880007,0.5544111903364987,3.6437666313200827,17.40499277911997,KS
8,2000,0.026568916220880007,0.5544111903364987,3.6437666313200827,17.40499277911997,KY
9,2000,0.026568916220880007,0.5544111903364987,3.6437666313200827,17.40499277911997,LA
10,2000,0.026568916220880007,0.5544111903364987,3.6437666313200827,17.40499277911997,MI
11,2000,0.026568916220880007,0.5544111903364987,3.6437666313200827,17.40499277911997,MO
12,2000,0.026568916220880007,0.5544111903364987,3.6437666313200827,17.40499277911997,NJ
13,2000,0.026568916220880007,0.5544111903364987,3.6437666313200827,17.40499277911997,NY
14,2000,0.026568916220880007,0.5544111903364987,3.6437666313200827,17.40499277911997,NC
15,2000,0.026568916220880007,0.5544111903364987,3.6437666313200827,17.40499277911997,OK
16,2000,0.026568916220880007,0.5544111903364987,3.6437666313200827,17.40499277911997,PA
17,2000,0.026568916220880007,0.5544111903364987,3.6437666313200827,17.40499277911997,TX
18,2000,0.026568916220880007,0.5544111903364987,3.6437666313200827,17.40499277911997,VA
19,2000,0.026568916220880007,0.5544111903364987,3.6437666313200827,17.40499277911997,WA
20,2000,0.026568916220880007,0.5544111903364987,3.6437666313200827,17.40499277911997,WI
21,2000,0.026568916220880007,0.5544111903364987,3.6437666313200827,17.40499277911997,MA
22,2000,0.026568916220880007,0.5544111903364987,3.6437666313200827,17.40499277911997,NV
23,2000,0.026568916220880007,0.5544111903364987,3.6437666313200827,17.40499277911997,NH
24,2000,0.026568916220880007,0.5544111903364987,3.6437666313200827,17.40499277911997,TN
25,2000,0.026568916220880007,0.5544111903364987,3.6437666313200827,17.40499277911997,SC
26,2000,0.026568916220880007,0.5544111903364987,3.6437666313200827,17.40499277911997,CT
27,2000,0.026568916220880007,0.5544111903364987,3.6437666313200827,17.40499277911997,IA
28,2000,0.026568916220880007,0.5544111903364987,3.6437666313200827,17.40499277911997,ME
29,2000,0.026568916220880007,0.5544111903364987,3.6437666313200827,17.40499277911997,MD
30,2000,0.026568916220880007,0.5544111903364987,3.6437666313200827,17.40499277911997,AR
31,2000,0.026568916220880007,0.5544111903364987,3.6437666313200827,17.40499277911997,OG
32,2000,0.026568916220880007,0.5544111903364987,3.6437666313200827,17.40499277911997,WY
33,2000,0.026568916220880007,0.5544111903364987,3.6437666313200827,17.40499277911997,ND
34,2000,0.026568916220880007,0.5544111903364987,3.6437666313200827,17.40499277911997,ID
35,2000,0.026568916220880007,0.5544111903364987,3.6437666313200827,17.40499277911997,OH
36,2000,0.026568916220880007,0.5544111903364987,3.6437666313200827,17.40499277911997,GA
37,2000,0.026568916220880007,0.5544111903364987,3.6437666313200827,17.40499277911997,DE
38,2000,0.026568916220880007,0.5544111903364987,3.6437666313200827,17.40499277911997,HI
39,2000,0.026568916220880007,0.5544111903364987,3.6437666313200827,17.40499277911997,MN
40,2000,0.026568916220880007,0.5544111903364987,3.6437666313200827,17.40499277911997,NM
41,2000,0.026568916220880007,0.5544111903364987,3.6437666313200827,17.40499277911997,RI
42,2000,0.026568916220880007,0.5544111903364987,3.6437666313200827,17.40499277911997,SD
43,2000,0.026568916220880007,0.5544111903364987,3.6437666313200827,17.40499277911997,UT
44,2001,0.027640332027757435,0.5124270498531261,3.249894836221203,17.572877536889543,AZ
45,2001,0.027640332027757435,0.5124270498531261,3.249894836221203,17.572877536889543,CA
46,2001,0.027640332027757435,0.5124270498531261,3.249894836221203,17.572877536889543,CO
47,2001,0.027640332027757435,0.5124270498531261,3.249894836221203,17.572877536889543,DC
48,2001,0.027640332027757435,0.5124270498531261,3.249894836221203,17.572877536889543,FL
49,2001,0.027640332027757435,0.5124270498531261,3.249894836221203,17.572877536889543,IL
50,2001,0.027640332027757435,0.5124270498531261,3.249894836221203,17.572877536889543,IN
51,2001,0.027640332027757435,0.5124270498531261,3.249894836221203,17.572877536889543,KS
52,2001,0.027640332027757435,0.5124270498531261,3.249894836221203,17.572877536889543,KY
53,2001,0.027640332027757435,0.5124270498531261,3.249894836221203,17.572877536889543,LA
54,2001,0.027640332027757435,0.5124270498531261,3.249894836221203,17.572877536889543,MI
55,2001,0.027640332027757435,0.5124270498531261,3.249894836221203,17.572877536889543,MO
56,2001,0.027640332027757435,0.5124270498531261,3.249894836221203,17.572877536889543,NJ
57,2001,0.027640332027757435,0.5124270498531261,3.249894836221203,17.572877536889543,NY
58,2001,0.027640332027757435,0.5124270498531261,3.249894836221203,17.572877536889543,NC
59,2001,0.027640332027757435,0.5124270498531261,3.249894836221203,17.572877536889543,OK
60,2001,0.027640332027757435,0.5124270498531261,3.249894836221203,17.572877536889543,PA
61,2001,0.027640332027757435,0.5124270498531261,3.249894836221203,17.572877536889543,TX
62,2001,0.027640332027757435,0.5124270498531261,3.249894836221203,17.572877536889543,VA
63,2001,0.027640332027757435,0.5124270498531261,3.249894836221203,17.572877536889543,WA
